HoofdLijstID,HoofdBeantwoording,Beantwoording,VraagID,SubLijstID,SubBeantwoording,Type
1000012497,1025650468,1025650468,NULL,1000012499,1025650469,"S         "
1000012497,1025650839,1025650839,NULL,1000012499,1025650840,"S         "
1000012497,1025650839,1025650839,NULL,1000012499,1025846378,"S         "
1000012497,1025651807,1025651807,NULL,1000012499,1025651808,"S         "
1000012497,1025655030,1025655030,NULL,1000012499,1025655031,"S         "
1000012497,1025655199,1025655199,NULL,1000012499,1025655200,"S         "
1000012497,1025655386,1025655386,NULL,1000012499,1025655387,"S         "
1000012497,1025655752,1025655752,NULL,1000012499,1025655753,"S         "
1000012497,1025655752,1025655752,NULL,1000012499,1027210118,"S         "
1000012497,1025655752,1025655752,NULL,1000012499,1027749417,"S         "
1000012497,1025843857,1025843857,NULL,1000012499,1025843858,"S         "
1000012497,1025850644,1025850644,NULL,1000012499,1025850645,"S         "
1000012497,1025850747,1025850747,NULL,1000012499,1025850748,"S         "
1000012497,1025938166,1025938166,NULL,1000012499,1025938167,"S         "
1000012497,1025938217,1025938217,NULL,1000012499,1025938218,"S         "
1000012497,1026000385,1026000385,NULL,1000012499,1026000386,"S         "
1000012497,1026026373,1026026373,NULL,1000012499,1026026374,"S         "
1000012497,1026040230,1026040230,NULL,1000012499,1026040232,"S         "
1000012497,1026043132,1026043132,NULL,1000012499,1026043134,"S         "
1000012497,1026043132,1026043132,NULL,1000012499,1027008482,"S         "
1000012497,1026043630,1026043630,NULL,1000012499,1026043632,"S         "
1000012497,1026179866,1026179866,NULL,1000012499,1026179867,"S         "
1000012497,1026179866,1026179866,NULL,1000012499,1037688164,"S         "
1000012497,1026212958,1026212958,NULL,1000012499,1026212959,"S         "
1000012497,1026213706,1026213706,NULL,1000012499,1026213708,"S         "
1000012497,1026215109,1026215109,NULL,1000012499,1026215110,"S         "
1000012497,1026215109,1026215109,NULL,1000012499,1038873382,"S         "
1000012497,1026223662,1026223662,NULL,1000012499,1026223663,"S         "
1000012497,1026223662,1026223662,NULL,1000012499,1038621311,"S         "
1000012497,1026227359,1026227359,NULL,1000012499,1026227360,"S         "
1000012497,1026228741,1026228741,NULL,1000012499,1026228742,"S         "
1000012497,1026228741,1026228741,NULL,1000012499,1026416264,"S         "
1000012497,1026237786,1026237786,NULL,1000012499,1026237787,"S         "
1000012497,1026238093,1026238093,NULL,1000012499,1026238094,"S         "
1000012497,1026238093,1026238093,NULL,1000012499,1027948708,"S         "
1000012497,1026379650,1026379650,NULL,1000012499,1026379652,"S         "
1000012497,1026379650,1026379650,NULL,1000012499,1027883552,"S         "
1000012497,1026394064,1026394064,NULL,1000012499,1026394065,"S         "
1000012497,1026416341,1026416341,NULL,1000012499,1026416342,"S         "
1000012497,1026416341,1026416341,NULL,1000012499,1027513552,"S         "
1000012497,1026416834,1026416834,NULL,1000012499,1026416835,"S         "
1000012497,1026421341,1026421341,NULL,1000012499,1026421342,"S         "
1000012497,1026425020,1026425020,NULL,1000012499,1026425021,"S         "
1000012497,1026425020,1026425020,NULL,1000012499,1028426532,"S         "
1000012497,1026425020,1026425020,NULL,1000012499,1028776322,"S         "
1000012497,1026425217,1026425217,NULL,1000012499,1026425218,"S         "
1000012497,1026538593,1026538593,NULL,1000012499,1026538594,"S         "
1000012497,1026538593,1026538593,NULL,1000012499,1042630396,"S         "
1000012497,1026557304,1026557304,NULL,1000012499,1026557306,"S         "
1000012497,1026581558,1026581558,NULL,1000012499,1026581559,"S         "
1000012497,1026581558,1026581558,NULL,1000012499,1030084081,"S         "
1000012497,1026581973,1026581973,NULL,1000012499,1026581974,"S         "
1000012497,1026582158,1026582158,NULL,1000012499,1026582159,"S         "
1000012497,1026597498,1026597498,NULL,1000012499,1026597500,"S         "
1000012497,1026597498,1026597498,NULL,1000012499,1028942800,"S         "
1000012497,1026597498,1026597498,NULL,1000012499,1038612713,"S         "
1000012497,1026608741,1026608741,NULL,1000012499,1026608742,"S         "
1000012497,1026615089,1026615089,NULL,1000012499,1026615090,"S         "
1000012497,1026615285,1026615285,NULL,1000012499,1026615286,"S         "
1000012497,1026615348,1026615348,NULL,1000012499,1026615349,"S         "
1000012497,1026615348,1026615348,NULL,1000012499,1027948554,"S         "
1000012497,1026615479,1026615479,NULL,1000012499,1026615482,"S         "
1000012497,1026615584,1026615584,NULL,1000012499,1026615585,"S         "
1000012497,1026615584,1026615584,NULL,1000012499,1028286290,"S         "
1000012497,1026615754,1026615754,NULL,1000012499,1026615755,"S         "
1000012497,1026615867,1026615867,NULL,1000012499,1026615869,"S         "
1000012497,1026616457,1026616457,NULL,1000012499,1026616458,"S         "
1000012497,1026684106,1026684106,NULL,1000012499,1026684107,"S         "
1000012497,1026758028,1026758028,NULL,1000012499,1026758029,"S         "
1000012497,1026768949,1026768949,NULL,1000012499,1026768950,"S         "
1000012497,1026769487,1026769487,NULL,1000012499,1026769488,"S         "
1000012497,1026770640,1026770640,NULL,1000012499,1026770641,"S         "
1000012497,1026771094,1026771094,NULL,1000012499,1026771098,"S         "
1000012497,1026811583,1026811583,NULL,1000012499,1026811584,"S         "
1000012497,1026812332,1026812332,NULL,1000012499,1026812334,"S         "
1000012497,1026812332,1026812332,NULL,1000012499,1027551740,"S         "
1000012497,1026812332,1026812332,NULL,1000012499,1029722640,"S         "
1000012497,1026812432,1026812432,NULL,1000012499,1026812433,"S         "
1000012497,1026812610,1026812610,NULL,1000012499,1026812612,"S         "
1000012497,1026812610,1026812610,NULL,1000012499,1027011069,"S         "
1000012497,1026813194,1026813194,NULL,1000012499,1026813195,"S         "
1000012497,1026813439,1026813439,NULL,1000012499,1026813440,"S         "
1000012497,1026813485,1026813485,NULL,1000012499,1026813486,"S         "
1000012497,1026935870,1026935870,NULL,1000012499,1026935871,"S         "
1000012497,1026967819,1026967819,NULL,1000012499,1026967821,"S         "
1000012497,1026967996,1026967996,NULL,1000012499,1026967997,"S         "
1000012497,1026968564,1026968564,NULL,1000012499,1026968565,"S         "
1000012497,1026968564,1026968564,NULL,1000012499,1027354226,"S         "
1000012497,1026969190,1026969190,NULL,1000012499,1026969191,"S         "
1000012497,1026969853,1026969853,NULL,1000012499,1026969856,"S         "
1000012497,1026969853,1026969853,NULL,1000012499,1029135737,"S         "
1000012497,1026987204,1026987204,NULL,1000012499,1026987206,"S         "
1000012497,1027010455,1027010455,NULL,1000012499,1027010456,"S         "
1000012497,1027010455,1027010455,NULL,1000012499,1031243238,"S         "
1000012497,1027010664,1027010664,NULL,1000012499,1027010666,"S         "
1000012497,1027010664,1027010664,NULL,1000012499,1027209600,"S         "
1000012497,1027155974,1027155974,NULL,1000012499,1027155976,"S         "
1000012497,1027166353,1027166353,NULL,1000012499,1027166354,"S         "
1000012497,1027166353,1027166353,NULL,1000012499,1028586098,"S         "
1000012497,1027172100,1027172100,NULL,1000012499,1027172101,"S         "
1000012497,1027172783,1027172783,NULL,1000012499,1027172787,"S         "
1000012497,1027172783,1027172783,NULL,1000012499,1029274791,"S         "
1000012497,1027205116,1027205116,NULL,1000012499,1027205118,"S         "
1000012497,1027206043,1027206043,NULL,1000012499,1027206044,"S         "
1000012497,1027206271,1027206271,NULL,1000012499,1027206278,"S         "
1000012497,1027206454,1027206454,NULL,1000012499,1027206455,"S         "
1000012497,1027207645,1027207645,NULL,1000012499,1027207647,"S         "
1000012497,1027209378,1027209378,NULL,1000012499,1027209380,"S         "
1000012497,1027209560,1027209560,NULL,1000012499,1027209561,"S         "
1000012497,1027209739,1027209739,NULL,1000012499,1027209740,"S         "
1000012497,1027209885,1027209885,NULL,1000012499,1027209886,"S         "
1000012497,1027210320,1027210320,NULL,1000012499,1027210321,"S         "
1000012497,1027334439,1027334439,NULL,1000012499,1027334440,"S         "
1000012497,1027341042,1027341042,NULL,1000012499,1027341044,"S         "
1000012497,1027349852,1027349852,NULL,1000012499,1027349853,"S         "
1000012497,1027349852,1027349852,NULL,1000012499,1033235627,"S         "
1000012497,1027349852,1027349852,NULL,1000012499,1033659921,"S         "
1000012497,1027354694,1027354694,NULL,1000012499,1027354695,"S         "
1000012497,1027354971,1027354971,NULL,1000012499,1027354972,"S         "
1000012497,1027355112,1027355112,NULL,1000012499,1027355113,"S         "
1000012497,1027355112,1027355112,NULL,1000012499,1027552077,"S         "
1000012497,1027355112,1027355112,NULL,1000012499,1028777004,"S         "
1000012497,1027355422,1027355422,NULL,1000012499,1027355424,"S         "
1000012497,1027355651,1027355651,NULL,1000012499,1027355653,"S         "
1000012497,1027355651,1027355651,NULL,1000012499,1029155718,"S         "
1000012497,1027355907,1027355907,NULL,1000012499,1027355908,"S         "
1000012497,1027480076,1027480076,NULL,1000012499,1027480078,"S         "
1000012497,1027480321,1027480321,NULL,1000012499,1027480322,"S         "
1000012497,1027480591,1027480591,NULL,1000012499,1027480592,"S         "
1000012497,1027513843,1027513843,NULL,1000012499,1027513845,"S         "
1000012497,1027513843,1027513843,NULL,1000012499,1028382173,"S         "
1000012497,1027515155,1027515155,NULL,1000012499,1027515156,"S         "
1000012497,1027515155,1027515155,NULL,1000012499,1027937332,"S         "
1000012497,1027516550,1027516550,NULL,1000012499,1027516551,"S         "
1000012497,1027519076,1027519076,NULL,1000012499,1027519077,"S         "
1000012497,1027519076,1027519076,NULL,1000012499,1031213913,"S         "
1000012497,1027519076,1027519076,NULL,1000012499,1031770045,"S         "
1000012497,1027519076,1027519076,NULL,1000012499,1032323317,"S         "
1000012497,1027519076,1027519076,NULL,1000012499,1034277346,"S         "
1000012497,1027519699,1027519699,NULL,1000012499,1027519700,"S         "
1000012497,1027551928,1027551928,NULL,1000012499,1027551929,"S         "
1000012497,1027551928,1027551928,NULL,1000012499,1028968618,"S         "
1000012497,1027613990,1027613990,NULL,1000012499,1027613991,"S         "
1000012497,1027671112,1027671112,NULL,1000012499,1027671113,"S         "
1000012497,1027699759,1027699759,NULL,1000012499,1027699760,"S         "
1000012497,1027704644,1027704644,NULL,1000012499,1027704645,"S         "
1000012497,1027704644,1027704644,NULL,1000012499,1028273030,"S         "
1000012497,1027704644,1027704644,NULL,1000012499,1029686520,"S         "
1000012497,1027708209,1027708209,NULL,1000012499,1027708213,"S         "
1000012497,1027709667,1027709667,NULL,1000012499,1027709668,"S         "
1000012497,1027709667,1027709667,NULL,1000012499,1033232940,"S         "
1000012497,1027709667,1027709667,NULL,1000012499,1043835219,"S         "
1000012497,1027709667,1027709667,NULL,1000012499,1044078631,"S         "
1000012497,1027709667,1027709667,NULL,1000012499,1059039620,"S         "
1000012497,1027735150,1027735150,NULL,1000012499,1027735151,"S         "
1000012497,1027738596,1027738596,NULL,1000012499,1027738597,"S         "
1000012497,1027739585,1027739585,NULL,1000012499,1027739586,"S         "
