GRPUSRCODE,USERCODE,USERBLOKIMAGE,GROUPBLOKIMAGE
00000356,AVERBEE5,False,False
KVIC,DKIEVIT,True,False
ZH000685,00002475,False,False
ZH000965,00002506,False,False
ZH000730,00002595,True,False
ZH001412,IVONK3,False,False
ZH001073,RBAAT,True,False
ZH001072,00002706,False,False
ZH001066,RHAAR,False,False
ZH001066,ASTROUKE,False,False
00000683,KREGLER2,False,False
00000683,JJANSE18,False,False
ZH001073,EHACQUEB,False,False
ZH001073,00002762,True,False
SYSBH,00002763,False,True
ZH001407,00002763,False,True
ZH000873,LJACOBS2,False,False
ZH000873,LJONGELI,False,False
ZH000758,LJONGER3,False,False
ZH000818,LJONGERI,False,False
ZH000730,LKATS,False,False
ZH000781,AJOL,False,False
ZH000758,00002441,True,False
ZH000987,EMOMKELD,False,False
ZH001488,RALRICH,False,True
ZH000774,AVILASI,False,False
ZH001064,BSALLEV2,False,True
ZH001064,VMENGER2,False,True
ZH000681,CLEEFLAN,False,False
ZH000818,CCRAAIJO,False,False
ZH000645,00002517,True,False
ZH000681,JBESTEN,False,False
ZH001431,00002536,False,True
00000413,00002536,False,True
00000413,BPELT2,False,True
ZH001431,BPELT2,False,True
00000413,00002538,False,True
ZH001431,00002538,False,True
BAPAGE,00002000,False,False
ZH000730,00001542,True,False
00000306,00002626,True,False
ZH001064,CACAR,False,True
ZH001064,EUYTENDA,False,True
ZH001064,IWILTING,False,True
ZH001064,VDENEER,False,True
ZH001064,KELST3,False,True
ZH001064,YLIEM,False,True
ZH001064,IOOSTVE2,False,True
ZH001064,TBOGNAR2,False,True
ZH000730,CDELFT,False,False
ZH001064,HCROMMEL,False,True
ZH001064,JPOT4,False,True
ZH001064,00001556,False,True
ZH001064,00000517,False,True
ZH001064,MUIL2,False,True
ZH000672,00002662,False,False
BAPPD,FSUTTON,False,False
BAPPD,EBEVEREN,False,False
ZH000685,CEGTBER2,False,False
ZH000818,CGEURTS2,False,False
ZH000782,CGEURTSE,False,False
ZH000681,CGEUS,False,False
ZH000683,AJOL,False,False
ZH001129,IBOER,True,False
ZH001426,VSTAR,False,False
ZH001505,LBELBAC3,False,False
ZH000730,JBESTEN,False,False
ZH001064,HKUIJZER,True,True
ZH001064,HHAGEMAN,False,True
SYSBH+,KCHEUNG,False,True
ZH000758,00002529,True,False
ZH000645,00002557,True,False
ZH001509,00002559,True,False
ZH001509,00002560,True,False
ZH001073,00002561,True,False
00000413,MMEIJDE3,False,True
ZH000730,GKARSSEN,False,False
ZH001412,ATEEUWIS,False,False
ZH000730,00002597,False,False
ZH000818,GKARSSEN,False,False
ZH000781,GKARSSEN,False,False
ZH000672,GKARSSEN,False,False
ZH000681,GKARSSEN,False,False
ZH000683,GKARSSEN,False,False
ZH000758,GKARSSEN,False,False
ZH001073,00002717,True,False
BAPLAB,TBLOMMES,True,False
ZH000970,LSCHERP2,False,False
ZH001498,LQUINT,False,True
ZH001498,BSCHIRMB,False,True
ZH001390,NCHATTA,False,False
ZH000818,NCHATTA,False,False
ZH000818,JKOERSEL,False,False
ZH001390,JKOERSEL,False,False
ZH000818,NREMMERD,False,False
ZH001390,NREMMERD,False,False
00001006,00002211,False,False
ZH000730,AJOL,False,False
00001407,00002357,True,False
ZH000672,AJOL,False,False
ZH000730,AKOELEWI,False,False
ZH000681,00002363,True,False
ZH000685,00002364,False,False
ZH000758,00002208,False,False
BAPRLS,JPOT4,False,True
ZH000685,00002389,False,False
ZH000758,00002402,True,False
ZH001064,MMARSMA2,False,True
ZH001129,00002541,True,False
ZH001099,00000630,False,False
ZH001874,00000630,False,False
ZH000608,00000630,False,False
ZH001898,00000630,False,False
00000184,00002660,False,False
ZH000683,IWESTER5,False,False
ZH000821,AFOUDRAI,False,False
ZH000787,GKARSSEN,False,False
ZH001064,00002704,False,True
ZH001390,GKARSSEN,False,True
ZH000971,LSCHERP2,False,False
ZH000758,MEGGINK2,False,False
ZH000730,KSCHINK3,False,False
ZH000730,MJOOSTE8,False,False
ZH000730,APUNT2,False,False
ZH001425,00002372,True,False
ZH000239,MCOPPIEN,True,False
ZH001407,BBERG8,True,True
ZH001818,BBERG8,True,False
ZH000067,00000940,False,True
ZH001407,00002415,True,True
ZH001067,00002415,True,False
ZH001818,00002415,True,False
ZH001064,JLUIPEN,False,True
00000306,MWESTERI,False,False
ZH000683,RGROEN3,False,False
ZH000730,00000491,False,False
BAPKLI,MHURK2,False,False
ZH000730,00002708,True,False
ZH000609,00002726,True,False
ZH001509,ASPITSE,True,False
ZH000672,MKUIPERS,False,False
ZH000609,00002727,True,False
00000683,VPOST2,False,False
00000683,PFEDDEMA,False,False
00000683,MESSELIN,False,False
ZH001509,00002716,True,False
ZH001509,ASUNTHAR,True,False
ZH001509,ATWEEHUI,False,False
ZH001509,AVERKUI2,True,False
ZH001509,AVERWEI4,True,False
ZH001059,RIJSSEL2,False,False
ZH001059,MROBBERT,False,False
00000252,MKOELINK,False,False
ZH000685,00002043,False,False
ZH000681,SGELOVEN,False,False
ZH000730,MEGGINK2,False,False
ZH000672,MEGGINK2,False,False
ZH000781,MEGGINK2,False,False
ZH000683,MEGGINK2,False,False
ZH000681,MEGGINK2,False,False
ZH000730,GNOORT4,False,False
BAPRLS,MHAFKAM3,False,True
ZH000243,MHAFKAM3,False,False
ZH000012,MHAFKAM3,False,False
APBOVZ,MHAFKAM3,False,True
APBMED,MHAFKAM3,False,False
APBBEH,MHAFKAM3,False,False
CS000252,MHAFKAM3,False,False
APBBEH,00002297,False,False
APBFIN,00002297,False,False
APBSTE,00002297,False,False
APBSEH,00002297,False,True
ZH001509,00002289,True,False
APBSTE,TBATENB2,False,False
ZH001293,00002345,False,False
ZH000679,00002345,False,False
ZH000677,00002345,False,False
ZH000986,AGEERTS6,False,False
CS000252,JPOT4,False,False
SYSBH,JPOT4,False,True
ZH000989,JPOT4,False,False
ZH000843,00002173,False,False
ZH000843,00002220,False,False
ZH000835,AJOL,False,False
KVCTG,00002576,False,False
00000107,HGRANDJE,False,False
ZH001099,00002645,True,False
ZH001407,EKLINTO2,True,True
ZH001509,DJONKERS,True,False
ZH001108,ZH001107,True,False
ZH001509,DKENTER,True,False
ZH001509,DNOPPEN2,True,False
ZH000818,KWILGEN2,False,False
ZH001390,KWILGEN2,False,False
ZH000681,IDUERINK,False,False
ZH000758,MSCHOLM5,False,False
ZH001509,BDIJK13,True,False
ZH000758,NMEIJERS,False,False
ZH000745,SGIMENEZ,False,False
ZH001488,SGIMENEZ,False,False
ZH000818,KVERNET2,False,False
ZH001390,IMAARSCH,False,False
ZH000818,IMAARSCH,False,False
ZH001898,KSMULDER,False,False
ZH001216,00002051,False,False
ZH000040,SPEILO,False,False
ZH001510,00001927,False,False
ZH001123,00001927,False,False
KVIC,00002280,True,False
RADM,JHUL2,False,False
ZH001064,JERKEL,False,True
ZH001064,SACHOYAN,False,True
ZH001064,RMOUW,False,True
ZH001064,MBORGARD,False,True
ZH001064,MCOTTERI,False,True
ZH001064,LDERIKX,False,True
KVEND,AJOL,False,False
ZH001866,IPEETERS,False,False
ZH000781,JBESTEN,False,False
ZH001425,00002526,False,False
ZH000608,BSOMMEN2,False,False
ZH000730,00002634,False,False
ZH000681,ECOMPANJ,False,False
SYSBH,BKORT3,True,True
SYSBH,00002712,True,True
SYSBH,JSCHIE3,True,True
ZH000946,00001378,False,False
ZH000946,00001831,False,False
ZH000946,00001581,False,False
ZH000946,SWIJERS3,False,False
ZH000758,AWINTER4,False,False
APBBEH,MSCHELH2,False,False
APBMED,LPRINS2,False,True
ZH000243,LPRINS2,False,False
ZH000012,LPRINS2,False,False
ZH000991,LPRINS2,False,False
00000516,MWESTERI,False,True
ZH000756,EBROUW11,False,False
ZH000681,CHOOGEN9,False,False
ZH000783,00002063,True,False
ZH000685,KAGTERB2,False,False
ZH001509,HBENALIA,True,False
ZH001390,00000595,False,False
APBLAB,FBLOEMER,False,True
ZH001129,IBOER4,True,False
ZH001123,00000862,False,False
ZH000676,00002342,False,False
ZH000679,00002343,False,False
ZH001293,00002343,False,False
ZH000677,00002343,False,False
ZH001072,00002544,False,False
BAPMED,LPRINS2,False,False
ZH000787,00000493,False,False
ZH000730,00000490,False,False
ZH000825,RWOUTER6,False,False
BAPRLS,LPRINS2,False,False
ZH001830,SGROENEN,False,False
ZH000608,00002647,True,False
00000107,00001302,False,False
ZH000608,00002648,True,False
ZH000821,SGIMENEZ,False,False
ZH001073,00002776,True,False
SYSBH,LPRINS2,False,True
ZH001121,ZH001120,True,False
ZH001129,EBROUW11,False,False
ZH001129,00001871,True,False
ZH000730,00001939,True,False
ZH000873,00001962,True,False
ZH000758,00001963,True,False
ZH000758,00001964,True,False
ZH000782,DPLICHT,False,False
ZH000730,GGOORHUI,False,False
ZH001064,MDEINS,False,True
ZH000745,RSEBREGT,False,False
ZH001488,RSEBREGT,False,False
ZH000745,00000957,False,False
ZH000787,AVERHOEK,False,False
ZH000818,AVERHOEK,False,False
ZH000672,AVERHOEK,False,False
ZH001407,EBAARS2,False,True
ZH000683,AVERHOEK,False,False
ZH000681,AVERHOEK,False,False
ZH000730,AVERHOEK,False,False
ZH001370,YWILLEMS,False,False
ZH000677,00001998,False,False
ZH000679,00001998,False,False
ZH001293,00001998,False,False
00000678,KTHOLEN,False,False
ZH000730,GGERRIT5,False,False
00000701,00002918,False,False
ZH000681,00002037,True,False
ZH000787,00002105,True,False
ZH000787,00002106,True,False
ZH000787,00002107,True,False
ZH000787,00002108,True,False
ZH000787,AVERST10,False,False
ZH000758,00002203,False,False
00000701,GREIZIGE,False,False
00000701,FBARNEVE,False,False
00000701,MSEKULIC,False,False
ZH001068,ATWEEHUI,False,False
ZH000873,00002270,True,False
ZH001073,EGROOTOB,False,False
00000025,00000588,False,False
ZH000758,00002348,True,False
ZH001509,00003164,True,False
ZH001073,00002998,False,False
ZH000843,ADUIN,False,False
00001407,00002356,False,False
ZH000685,FGELDERM,False,False
ZH000783,00003189,True,False
00003195,SODIJK,False,False
00003195,JABBING3,False,False
00003195,ZH000974,False,False
ZH000745,ADUISTER,False,False
00003195,EFRANKEN,False,False
00003195,MGRAAF22,False,False
00003195,ELANGEN,False,False
00003240,IVELDHUI,False,False
00003240,MHENDRI4,False,False
00003240,DSLAGMA2,False,False
00003240,CSPRENGE,False,False
00003240,CMERJEN2,False,False
00003240,JBUSTIN,False,False
00003240,MKNOPPE4,False,False
00000125,00000302,True,False
ZH000946,AEIKELEN,False,False
ZH000873,AEKRIS,False,False
CS000204,AOOSTMEI,False,True
CS000204,NKHALIOU,False,True
ZH001503,FRAAIJM3,False,False
00000666,JBOSCH15,True,False
ZH001123,00001377,False,False
ZH001390,00001745,True,False
ZH000818,00001745,True,False
ZH001390,00001746,True,False
ZH000818,00001746,True,False
ZH001390,00001747,True,False
ZH000818,00001747,True,False
ZH000818,00001748,True,False
ZH001874,DWANNET2,False,False
ZH001390,00001765,True,False
ZH000730,00001779,True,False
00001785,AOLSA2,False,False
00001785,00000611,False,False
00001785,00001324,False,False
SYSBH+,ADOLEWEE,False,True
00001785,FSUTTON,False,False
SYSBH,TRUITER5,False,True
SYSBH,00000529,False,True
SYSBH,00000528,False,True
SYSBH,MTRIEST2,False,True
ZH000681,00001812,True,False
ZH000681,00001814,True,False
ZH000683,00001815,True,False
ZH000681,00001816,True,False
ZH000683,00001717,True,False
SYSBH,ZH001113,False,True
SYSBH,ZH000158,False,True
SYSBH,ZH001114,False,True
SYSBH,ZH000898,False,True
ZH000782,SLUNAU,False,False
ZH000730,00001896,True,False
ZH000758,DJONKER2,False,False
ZH000758,00001547,True,False
ZH000758,JHOLLEM2,False,False
ZH000787,ATANKE,False,False
ZH000787,YHANDINI,False,False
ZH000787,XSCHOT,False,False
ZH001509,WAKERIN2,False,False
ZH000787,SSTERK,False,False
ZH000873,DVEEN9,False,False
ZH000782,SKROES5,False,False
APBRON,MRINGELB,False,False
ZH000984,00001379,False,False
ZH000985,00001379,False,False
ZH000986,00001379,False,False
ZH000987,00001379,False,False
00000125,SDAMEN2,False,False
ZH001512,00001492,False,False
ZH000758,00001511,True,False
ZH000758,00001512,True,False
ZH000758,00001514,True,False
ZH000730,00001526,True,False
ZH000685,00001552,False,False
ZH000012,CGEUS2,False,False
ZH000679,00001568,False,False
ZH000758,00001651,True,False
ZH000758,00001653,True,False
ZH000758,00001654,True,False
ZH001488,00001644,True,False
ZH001488,00001642,True,False
ZH001488,00001647,True,False
ZH001488,00001646,True,False
ZH000645,00001678,True,False
ZH001099,00001705,True,False
ZH000608,00001705,True,False
ZH000782,MSTEDEHO,True,False
ZH000683,00001715,True,False
ZH000818,MROELVIN,False,False
ZH001390,MROELVIN,False,False
ZH001129,00001730,True,False
ZH000787,00001738,True,False
ZH000787,00001739,True,False
ZH000787,00001740,True,False
ZH000745,RJONG18,False,False
ZH001412,00001067,False,False
ZH000730,00001936,True,False
ZH000730,00001937,True,False
ZH000730,00001938,True,False
ZH000758,00001942,True,False
ZH000818,AMARINU2,False,False
ZH001390,AMARINU2,False,False
ZH000818,ABLANKE6,False,False
ZH001390,ABLANKE6,False,False
ZH000730,AMOURIK8,False,False
ZH000672,MHOL,False,False
ZH000843,MDEVENTE,True,False
ZH001509,00002026,True,False
ZH001509,00002027,True,False
SYSBH,AGROOTV2,False,True
ZH000774,IHOOGEND,False,False
ZH001216,00002048,False,False
ZH001390,00002077,True,False
ZH000818,00002077,True,False
ZH000681,00002083,True,False
ZH000681,00002084,True,False
ZH001874,00002095,True,False
ZH001099,00002095,True,False
ZH001875,00002095,True,False
ZH000608,00002095,True,False
ZH000685,00002058,False,False
ZH001425,00002240,True,False
ZH001253,FNIESSE3,False,False
00000252,00001315,True,False
00001790,MGIESSEN,False,False
BAPVPK,00001324,False,False
ZH001909,00001324,False,False
SYSBH,00001324,False,True
ZH000758,00001515,True,False
ZH001509,00001573,True,False
ZH000758,00001575,True,False
ZH001509,00001576,True,False
ZH001073,00001577,True,False
00001790,RENGELE7,False,False
00001790,KRUTJENS,False,False
00001790,ATHORNE,False,False
ZH001898,00000517,False,False
ZH000782,00001953,True,False
ZH000783,00001954,True,False
ZH000782,00001955,True,False
ZH001875,00001556,False,False
ZH001898,00001556,False,False
ZH001099,00001556,False,False
ZH001874,00001556,False,False
ZH000730,RPOL,False,False
ZH000818,00002012,True,False
ZH001509,LFRISSEN,False,False
ZH000818,KLUKACS,False,False
ZH001390,KLUKACS,False,False
SYSBH+,CGEUS2,False,True
ZH000783,00002178,True,False
ZH001053,00002179,True,False
ZH000685,FHERBER,False,False
ZH000835,EHORST3,False,False
ZH000818,MEGGINK2,False,False
00000138,00002271,False,False
ZH000782,00002293,True,False
ZH001123,ZH001124,True,False
ZH000991,MHAFKAM3,False,False
ZH000614,IBROEKH3,False,False
ZH001818,AHOORN,False,False
00001407,BSCHIRMB,False,False
ZH001073,DKONING,False,False
ZH001509,KBEUKENK,False,False
ZH001509,00001431,True,False
ZH001357,GTIJSSEL,False,False
ZH001073,00000700,False,False
ZH001874,SBAKKIOU,False,False
ZH001874,NBEKKALI,False,False
ZH001874,AVISSCH8,False,False
ZH000730,00001527,True,False
ZH000730,00001528,True,False
ZH000758,00001584,True,False
ZH001509,00001585,True,False
ZH000758,00001604,True,False
ZH000825,00001636,True,False
ZH000744,00001637,True,False
ZH000746,00001639,True,False
ZH000746,00001640,True,False
ZH000745,AWINTER4,True,False
ZH000745,00001641,True,False
ZH000745,00001642,True,False
ZH000745,00001643,True,False
ZH000745,00001644,True,False
ZH000745,00001645,True,False
ZH000745,00001646,True,False
ZH000758,LWIJK7,False,False
ZH000745,00001647,True,False
ZH000758,00001648,True,False
ZH000758,00001649,True,False
ZH000758,00001650,True,False
ZH001390,00001763,True,False
ZH001411,LOSSENDR,False,False
00000232,CHIPSOFT,False,False
ZH000818,00001558,False,False
ZH001390,00001558,False,False
ZH000681,00002003,True,False
ZH000782,LWERF3,False,False
ZH000782,FKOOIJ,False,False
ZH000782,EOOMS,False,False
ZH000782,MOVEREE2,False,False
ZH000783,SRUIG,False,False
ZH000607,LWIJNEN3,False,False
ZH000783,FOUDELAN,False,False
ZH001512,00001926,False,False
ZH001390,00002012,True,False
APBOVZ,MDUNNEN,True,True
ZH000873,EPLOKKER,False,False
SYSBH,MDUNNEN,False,True
ZH000681,00002088,True,False
ZH000783,LWINDEN,False,False
ZH000685,LWULP,False,False
ZH000745,LZAAL2,False,False
ZH000683,00002092,True,False
ZH000758,BEDE,False,False
ZH000782,BELBERSE,False,False
ZH001129,BENGELE2,False,False
ZH000873,BFEENSTR,False,False
00000683,NDUNGEN,False,False
00001066,SMERWE,False,False
00000053,00001411,False,False
SYSBH+,JABBING3,False,True
ZH001068,HBROEK,False,False
ZH000818,AREIJER2,False,False
ZH001504,00001072,True,False
ZH001072,00001173,False,False
ZH001066,00001177,True,False
ZH000744,KGRENZ,True,False
ZH000645,ECOHEN,True,False
ZH000787,SVLEUGEL,False,False
BAPKLI,CLUIJPER,False,False
00000125,00000913,False,False
00000125,00000965,False,False
00000125,00000598,True,False
ZH000843,BGERRIT2,False,False
ZH001064,00001269,True,True
00000623,TNAGELHO,False,False
ZH000782,00001390,True,False
ZH000681,BGROEN3,False,False
ZH001064,MMEEUWE3,False,True
ZH001064,MTILMA,False,True
ZH001064,YHEINEN2,False,True
ZH001064,MTHIERS,False,True
ZH001064,ASPIJKE5,False,True
ZH001064,EBOS6,False,True
ZH001064,JWOLFF2,False,True
ZH001064,NCASTEIN,False,True
ZH000756,00001851,True,False
BAPMED,JSLUIJS6,False,False
ZH001488,00000957,False,False
ZH000818,EBRUIN11,False,False
ZH000681,CFEIKEMA,False,False
ZH001818,00001994,True,False
ZH001818,00001995,True,False
ZH000685,ABRINKSM,False,False
ZH001376,JBEEKHU5,False,False
ZH000681,NLEEUWE6,False,False
ZH000040,PMIK,False,False
ZH001909,DWIT3,False,False
ZH001129,PHEENEM2,False,False
CS000252,LPRINS2,False,False
ZH000685,BGROOT3,False,False
APBOVZ,BVLIET2,False,True
ZH000783,BHAAY,False,False
SYSBH,MSIMONIS,False,True
ZH001022,ZH001092,True,False
ZH001066,00001073,True,False
ZH001073,00000998,False,False
ZH000818,00001116,True,False
00000025,EFRANKEN,False,False
ZH000683,SDIJK15,False,False
ZH000873,00001474,True,False
00000623,MLOUER,True,False
APBSTE,00000159,False,False
ZH000758,00001965,True,False
ZH001390,KVERNET2,False,False
ZH000730,GBOELHOU,False,False
ZH000730,GVREEMAN,False,False
ZH000818,AKROON13,False,False
ZH001390,AKROON13,False,False
ZH000677,00001568,False,False
BAPDWH,HALBLAS,False,False
ZH000745,IBARLO,True,False
ZH001488,IBARLO,True,False
ZH000787,00001734,True,False
ZH001488,RJONG18,False,False
ZH001510,MWEES3,False,False
BAPDWH,EHENDRI6,False,False
ZH001123,MWEES3,False,False
ZH000818,00001755,False,False
ZH001390,00001755,False,False
ZH000818,00001756,True,False
ZH000730,MLEIJEN,False,False
ZH001253,ZH001254,True,False
00000053,00001249,False,False
ZH000873,00001304,False,False
ZH001390,00001756,True,False
ZH001504,00001315,False,False
ZH001874,DVOOGD,False,False
ZH000645,AGHEDRI2,True,False
ZH000679,00001869,False,False
ZH000677,00001869,False,False
BAPVPK,GGROOT7,False,False
ZH000681,NBOSLAND,False,False
ZH000787,LKOEDIJK,False,False
00000306,00002175,True,False
ZH001512,00002186,True,False
ZH000787,00002187,True,False
ZH000825,00002191,True,False
ZH001073,MDUIJSTE,True,False
00000683,00002192,True,False
00000683,00002193,True,False
ZH000730,00002197,True,False
ZH000730,00002198,True,False
ZH000965,00002110,False,False
ZH001512,MSCHOEN5,False,False
ZH001073,00000912,False,False
ZH000843,DPOUWELS,False,False
ZH000683,00001808,True,False
ZH001904,DGEERSIN,False,False
ZH001129,00001367,True,False
ZH000970,00001484,False,False
ZH000971,00001484,False,False
ZH001216,CHEIDEN2,False,False
ZH001349,00001532,True,False
ZH000683,00001535,True,False
00000138,JRAIJMA4,False,False
ZH000818,00001554,True,False
ZH000782,00001707,True,False
ZH000683,00001714,True,False
ZH000818,00001758,True,False
ZH001390,00001758,True,False
ZH000818,00001759,True,False
ZH001390,00001759,True,False
ZH001066,00001777,True,False
00001785,EBEVEREN,False,False
ZH000681,00001811,True,False
ZH000730,00001863,True,False
ZH001129,00001908,True,False
ZH000681,NROEST,False,False
ZH000818,AJOL,False,False
ZH001390,AVERHOEK,False,False
ZH001390,00002076,True,False
ZH000818,00002076,True,False
ZH000645,00002078,True,False
APBDWH,RROTZ,True,False
APBOVZ,RROTZ,True,True
ZH000040,WHILSTER,False,False
BAPMED,WLANGEN3,False,False
ZH000787,MEGGINK2,False,False
ZH001407,00002235,True,True
ZH000758,AKORTE5,False,False
ZH001407,00002278,False,True
ZH000067,NAARAB,True,True
ZH000067,00001045,True,True
SYSBH,00001046,False,True
ZH001904,WEELKEMA,False,False
ZH001904,DSNIJDE2,False,False
ZH001509,GLARKENS,True,False
00000413,JKETELA2,False,True
APBSTE,YBAKKER2,False,False
ZH001866,LVANTVEL,False,False
SYSBH+,00001257,True,True
ZH001064,00001257,True,True
ZH000787,00000440,False,False
ZH000730,00001384,True,False
ZH001073,00001409,True,False
ZH000825,AJONGE5,False,False
ZH000681,00001496,True,False
00001503,ADIJK15,False,False
ZH000758,00001721,True,False
ZH000645,00001731,True,False
ZH000730,00001793,True,False
ZH000730,00001794,True,False
ZH000730,00001795,True,False
ZH001072,FLEEUW14,False,False
BAPAGE,ASTEENB3,False,False
BAPAGE,SPOELL2,False,False
BAPAGE,RSADETTA,False,False
BAPAGE,NOZDEMI3,False,False
ZH000681,ITHIJSSE,False,False
ZH001361,00001926,False,True
ZH000758,00002044,True,False
ZH000681,SPETERS9,False,False
ZH000818,00001958,True,False
ZH001390,00001958,True,False
ZH001510,00001907,False,False
ZH001123,00001907,False,False
ZH001509,00002164,True,False
ZH000818,00001124,True,False
ZH000730,TVERROEN,False,False
ZH000645,TVRIES11,True,False
ZH000645,RKLIFT,True,False
ZH000788,LGARRITS,False,False
ZH000843,HHEIDA2,False,False
ZH001904,AGEUS,True,False
00000306,AVLIERT,False,False
ZH000676,FPOLMAN2,False,False
ZH000984,00001457,False,False
ZH000985,00001457,False,False
ZH000986,00001457,False,False
ZH000987,00001457,False,False
ZH000782,NMISPEL,False,False
BAPDOC,CLUIJPER,False,False
ZH000758,MWOLTJES,False,False
ZH000730,JALTENA3,False,False
ZH000782,00001521,True,False
ZH001390,00001743,True,False
ZH000818,00001743,True,False
ZH000818,00001749,True,False
ZH000818,00001750,True,False
ZH000818,00001751,True,False
ZH001390,00001751,True,False
ZH001066,00001752,True,False
ZH000818,00001762,True,False
ZH001390,00001762,True,False
ZH000730,00001767,True,False
ZH000730,SALBERT,False,False
ZH000730,JLEEUW21,False,False
ZH000758,00002049,True,False
ACCBEH,00001464,False,False
SYSBH,00001464,False,True
00000025,00001464,False,False
ZH000645,00002099,True,False
ZH001386,00002104,True,False
ZH000946,00002291,False,False
ZH001308,CSMULDER,True,False
ZH000783,00002212,True,False
ZH000745,00002213,True,False
ZH001488,00002213,True,False
00000666,VWEILER,False,False
BAPFUN,MHURK2,False,False
SYSBH,MHOL,False,True
ZH000758,DDIJK17,False,False
ZH000783,DDIKKEN,False,False
ZH000745,DDORGELO,False,False
ZH000843,RKUIPER7,False,False
ZH000896,00001123,True,False
ZH000818,SLABRIE,False,False
ZH000067,CPIETER3,False,True
ZH000067,CNIJSSEN,False,True
00000683,CSASCHIP,False,False
ZH000782,BSURIE2,True,False
ZH000984,DEIJK,False,False
APBMED,00000573,True,False
00001503,00001504,True,False
ZH000965,00001538,False,False
BAPMED,JHASSIN2,False,False
ZH000040,EMUILWIJ,False,False
ZH000818,00001761,True,False
ZH001390,00001761,True,False
ZH000818,00001763,True,False
ZH001390,00001764,True,False
ZH000985,DEIJK,False,False
ZH000818,00001764,True,False
ZH000818,00001765,True,False
ZH000730,00001768,True,False
ZH000730,00001769,True,False
ZH001866,WOOSTERH,False,False
ZH000758,MWIJNAN3,False,False
00000383,MBEERS3,False,False
ZH000873,LVISSE19,False,False
ZH000685,00001988,False,False
ZH000683,JKOK11,False,False
ZH000685,00002030,False,False
ZH000683,CWAGTHO,False,False
APBSTE,00001193,False,False
ZH001421,00000751,False,False
ZH001073,00000907,False,False
ZH000730,00001113,True,False
ZH000758,00001113,True,False
ZH000683,00001113,True,False
ZH000681,00001113,True,False
ZH000787,00001113,True,False
ZH000818,00001113,True,False
00000329,RGERRIT2,False,False
ZH000984,00001149,False,False
ZH000985,00001149,False,False
ZH000986,00001149,False,False
ZH000987,00001149,False,False
ZH001073,SSLAATS2,False,False
ZH000787,EHALM,False,False
ZH000730,EHALM,False,False
ZH000683,EHALM,False,False
ZH000681,EHALM,False,False
ZH000758,EHALM,False,False
ZH000745,HBUITEN2,False,False
SYSBH,AWESSELI,False,True
ZH000067,ZH000039,False,True
ZH000012,00001324,False,False
ZH000685,00001346,False,False
ZH000818,00001352,True,False
ZH000818,00001353,True,False
ZH000826,DFRANSSE,False,False
00000090,00001362,False,False
ZH001904,TQUIK,False,False
ZH001382,BBUS,False,False
ZH001053,MBROER,False,False
ZH001066,LHAMSTRA,False,False
ZH000787,00001548,True,False
ZH000787,00001549,True,False
ZH000787,00001550,True,False
ZH000787,00001551,True,False
ZH001390,00001113,False,False
ZH000843,YMAATJE,False,False
ZH001508,PDAMEN,True,False
ZH001510,00001377,False,False
ZH001357,TKLAASS2,False,False
ZH000758,00001583,True,False
ZH000745,00001586,True,False
ZH001488,00001586,True,False
ZH000744,00001594,True,False
ZH000758,00001605,True,False
ZH000873,00001668,True,False
ZH000873,00001669,True,False
ZH001488,00001643,True,False
ZH001488,AWINTER4,True,False
ZH001488,00001645,True,False
ZH001488,00001641,True,False
ZH001509,00001682,True,False
ZH001509,00001683,True,False
ZH001509,00001684,True,False
ZH001509,00001685,True,False
ZH001509,00001686,True,False
ZH001509,00001687,True,False
ZH001073,00001688,True,False
ZH001073,00001689,True,False
ZH000645,00001732,True,False
ZH000745,RALRICH,False,False
ZH001421,00001077,True,False
ZH001904,NBACHET,False,False
ZH001904,SGROOTEV,False,False
ZH001904,MRODERMA,False,False
ZH001904,MGOEJER,False,False
ZH001904,YBAKKER,False,False
ZH000873,ASCHAIK7,True,False
ZH001904,ILANG,False,False
ZH000788,DYILDIRI,False,False
ZH000788,MTERLIN2,False,False
ZH000788,JSCHUIL3,False,False
ZH000788,HBELAALI,False,False
ZH000788,WVEERMAN,False,False
ZH000788,JVEENHUR,False,False
ZH000788,MSCHRIJV,False,False
ZH000788,KNIEJENH,False,False
ZH000788,EBEEK13,False,False
00000252,SMOLVANO,False,False
ZH001073,00001274,True,False
ZH000067,RBRINKMA,False,True
ZH000968,RSCHEFF2,False,False
BAPOK,00001324,False,False
ZH000040,00001324,False,False
ZH001357,00001324,False,False
ZH000681,00000054,False,False
ZH001073,00000910,False,False
BAPAGE,00001464,False,False
BAPDOC,00001464,False,False
BAPEPD,00001464,False,False
BAPFUN,00001464,False,False
ZH000012,00001464,False,False
BAPVPK,00001464,False,False
ZH000985,00001464,False,False
ZH000645,MSCHOUTE,True,False
ZH000758,00001475,True,False
ZH000758,00001476,True,False
ZH001874,RBOUSSED,False,False
ZH001874,IBROEKH3,False,False
ZH001874,KDALLING,False,False
ZH001874,GDERKSE2,False,False
ZH001874,MEIJKING,False,False
ZH001874,OGROTENH,False,False
ZH001874,GHUISMA2,False,False
ZH001874,RKLIMSTR,False,False
ZH001874,MKOOPMAN,False,False
ZH001874,GBARTEN,False,False
ZH001874,MKWINT,False,False
ZH001874,KMIRBACH,False,False
ZH001874,WRENOOI3,False,False
ZH001874,MOOSTVE3,False,False
ZH001874,LROOIJE2,False,False
