Id,OwnerId,OwnerType,SettingId,SettingSubId,SegmentClassId,ContextType,Inverted
ZH00002212,ZH0584,G,AG_US_VERPL,,AGENDA_AGENDA,0,False
ZH00002213,ZH0584,G,AG_US_MUT,,AGENDA_AGENDA,0,False
ZH00002214,ZH0584,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00002215,ZH0584,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_PROGRAMDEFINITION,6,False
ZH00002216,ZH0584,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00002217,ZH0267,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00002218,ZH0267,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_PROGRAMDEFINITION,6,False
ZH00002219,ZH0267,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00002220,ZH0267,G,AG_US_ANN,,AGENDA_AGENDA,0,False
ZH00002221,ZH0267,G,AG_US_BEK,,AGENDA_AGENDA,0,False
ZH00002222,ZH0267,G,AG_US_MAAK,,AGENDA_AGENDA,0,False
ZH00002223,ZH0267,G,AG_US_VERPL,,AGENDA_AGENDA,0,False
ZH00002224,ZH0267,G,AG_US_MUT,,AGENDA_AGENDA,0,False
ZH00002225,ZH0246,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00002173,ZH0200,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00002174,ZH0196,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00002175,ZH0199,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00002176,ZH0201,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00002226,ZH0246,G,AG_US_ANN,,AGENDA_AGENDA,0,False
ZH00002227,ZH0246,G,AG_US_BEK,,AGENDA_AGENDA,0,False
ZH00002228,ZH0246,G,AG_US_MAAK,,AGENDA_AGENDA,0,False
ZH00002229,ZH0246,G,AG_US_GROEP,,AGENDA_AGENDA,0,False
ZH00002230,ZH0246,G,AG_US_VERPL,,AGENDA_AGENDA,0,False
ZH00002231,ZH0246,G,AG_US_MUT,,AGENDA_AGENDA,0,False
ZH00002232,ZH0246,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00002233,ZH0246,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_PROGRAMDEFINITION,6,False
ZH00002234,ZH0459,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00002235,ZH0433,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00002236,ZH0433,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_PROGRAMDEFINITION,6,False
ZH00002237,ZH0433,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00002238,ZH0433,G,AG_US_ANN,,AGENDA_AGENDA,0,False
ZH00002239,ZH0433,G,AG_US_BEK,,AGENDA_AGENDA,0,False
ZH00002240,ZH0433,G,AG_US_MAAK,,AGENDA_AGENDA,0,False
ZH00002241,ZH0433,G,AG_US_VERPL,,AGENDA_AGENDA,0,False
ZH00002242,ZH0433,G,AG_US_MUT,,AGENDA_AGENDA,0,False
ZH00002243,ZH0161,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00002244,ZH0161,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_PROGRAMDEFINITION,6,False
ZH00002245,ZH0161,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00002246,ZH0161,G,AG_US_ANN,,AGENDA_AGENDA,0,False
ZH00002247,ZH0161,G,AG_US_MAAK,,AGENDA_AGENDA,0,False
ZH00002248,ZH0161,G,AG_US_VERPL,,AGENDA_AGENDA,0,False
ZH00002249,ZH0161,G,AG_US_MUT,,AGENDA_AGENDA,0,False
ZH00002250,ZH0159,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00002251,ZH0159,G,AG_US_ANN,,AGENDA_AGENDA,0,False
ZH00002252,ZH0159,G,AG_US_BEK,,AGENDA_AGENDA,0,False
ZH00002253,ZH0159,G,AG_US_MAAK,,AGENDA_AGENDA,0,False
ZH00002254,ZH0159,G,AG_US_VERPL,,AGENDA_AGENDA,0,False
ZH00002255,ZH0159,G,AG_US_MUT,,AGENDA_AGENDA,0,False
ZH00002256,ZH0159,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_PROGRAMDEFINITION,6,False
ZH00002257,ZH0159,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00002258,ZH0148,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00002259,ZH0148,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_PROGRAMDEFINITION,6,False
ZH00002260,ZH0148,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00002261,ZH0148,G,AG_US_ANN,,AGENDA_AGENDA,0,False
ZH00002262,ZH0148,G,AG_US_BEK,,AGENDA_AGENDA,0,False
ZH00002263,ZH0148,G,AG_US_MAAK,,AGENDA_AGENDA,0,False
ZH00002264,ZH0148,G,AG_US_VERPL,,AGENDA_AGENDA,0,False
ZH00002265,ZH0148,G,AG_US_MUT,,AGENDA_AGENDA,0,False
ZH00002266,ZH0163,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00002267,ZH0163,G,AG_US_ANN,,AGENDA_AGENDA,0,False
ZH00002268,ZH0163,G,AG_US_BEK,,AGENDA_AGENDA,0,False
ZH00002269,ZH0163,G,AG_US_MAAK,,AGENDA_AGENDA,0,False
ZH00002270,ZH0163,G,AG_US_VERPL,,AGENDA_AGENDA,0,False
ZH00002271,ZH0163,G,AG_US_MUT,,AGENDA_AGENDA,0,False
ZH00002272,ZH0163,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_PROGRAMDEFINITION,6,False
ZH00002273,ZH0163,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00002274,ZH0578,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00002275,ZH0578,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_PROGRAMDEFINITION,6,False
ZH00002276,ZH0578,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00002277,ZH0578,G,AG_US_ANN,,AGENDA_AGENDA,0,False
ZH00002178,ZH0203,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00002179,ZH0206,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00002278,ZH0578,G,AG_US_BEK,,AGENDA_AGENDA,0,False
ZH00002279,ZH0578,G,AG_US_MAAK,,AGENDA_AGENDA,0,False
ZH00002280,ZH0578,G,AG_US_VERPL,,AGENDA_AGENDA,0,False
ZH00002281,ZH0578,G,AG_US_MUT,,AGENDA_AGENDA,0,False
ZH00002282,ZH0164,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00002283,ZH0164,G,AG_US_ANN,,AGENDA_AGENDA,0,False
ZH00002284,ZH0164,G,AG_US_BEK,,AGENDA_AGENDA,0,False
ZH00002285,ZH0164,G,AG_US_MAAK,,AGENDA_AGENDA,0,False
ZH00002286,ZH0164,G,AG_US_VERPL,,AGENDA_AGENDA,0,False
ZH00002287,ZH0164,G,AG_US_MUT,,AGENDA_AGENDA,0,False
ZH00002288,ZH0164,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_PROGRAMDEFINITION,6,False
ZH00002289,ZH0164,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00002290,ZH0165,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00002291,ZH0165,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_PROGRAMDEFINITION,6,False
ZH00002292,ZH0165,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00002293,ZH0165,G,AG_US_ANN,,AGENDA_AGENDA,0,False
ZH00002294,ZH0165,G,AG_US_BEK,,AGENDA_AGENDA,0,False
ZH00002295,ZH0165,G,AG_US_MAAK,,AGENDA_AGENDA,0,False
ZH00002296,ZH0165,G,AG_US_VERPL,,AGENDA_AGENDA,0,False
ZH00002297,ZH0165,G,AG_US_MUT,,AGENDA_AGENDA,0,False
ZH00002298,ZH0166,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00002299,ZH0166,G,AG_US_ANN,,AGENDA_AGENDA,0,False
ZH00002300,ZH0166,G,AG_US_BEK,,AGENDA_AGENDA,0,False
ZH00002301,ZH0166,G,AG_US_MAAK,,AGENDA_AGENDA,0,False
ZH00002302,ZH0166,G,AG_US_VERPL,,AGENDA_AGENDA,0,False
ZH00002303,ZH0166,G,AG_US_MUT,,AGENDA_AGENDA,0,False
ZH00002304,ZH0166,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_PROGRAMDEFINITION,6,False
ZH00002305,ZH0166,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00002315,ZH0132,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00002327,ZH0133,G,AG_US_MAAK,,AGENDA_AGENDA,0,False
ZH00002328,ZH0133,G,AG_US_GROEP,,AGENDA_AGENDA,0,False
ZH00002329,ZH0133,G,AG_US_VERPL,,AGENDA_AGENDA,0,False
ZH00002330,ZH0133,G,AG_US_MUT,,AGENDA_AGENDA,0,False
ZH00002331,ZH0133,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_PROGRAMDEFINITION,6,False
ZH00002332,ZH0133,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00002333,ZH0136,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00002334,ZH0136,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_PROGRAMDEFINITION,6,False
ZH00002335,ZH0136,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00002336,ZH0136,G,AG_US_ANN,,AGENDA_AGENDA,0,False
ZH00002337,ZH0136,G,AG_US_BEK,,AGENDA_AGENDA,0,False
ZH00002338,ZH0136,G,AG_US_MAAK,,AGENDA_AGENDA,0,False
ZH00002339,ZH0136,G,AG_US_GROEP,,AGENDA_AGENDA,0,False
ZH00002340,ZH0136,G,AG_US_VERPL,,AGENDA_AGENDA,0,False
ZH00002341,ZH0136,G,AG_US_MUT,,AGENDA_AGENDA,0,False
ZH00002342,ZH0303,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00002343,ZH0303,G,AG_US_ANN,,AGENDA_AGENDA,0,False
ZH00002344,ZH0303,G,AG_US_BEK,,AGENDA_AGENDA,0,False
ZH00002345,ZH0303,G,AG_US_MAAK,,AGENDA_AGENDA,0,False
ZH00002346,ZH0303,G,AG_US_GROEP,,AGENDA_AGENDA,0,False
ZH00002347,ZH0303,G,AG_US_VERPL,,AGENDA_AGENDA,0,False
ZH00002348,ZH0303,G,AG_US_MUT,,AGENDA_AGENDA,0,False
ZH00002349,ZH0303,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_PROGRAMDEFINITION,6,False
ZH00002350,ZH0303,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00002351,ZH0304,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00002389,ZH0309,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00002306,ZH0126,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00002307,ZH0126,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_PROGRAMDEFINITION,6,False
ZH00002308,ZH0126,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00002309,ZH0126,G,AG_US_ANN,,AGENDA_AGENDA,0,False
ZH00002310,ZH0126,G,AG_US_BEK,,AGENDA_AGENDA,0,False
ZH00002311,ZH0126,G,AG_US_MAAK,,AGENDA_AGENDA,0,False
ZH00002312,ZH0126,G,AG_US_GROEP,,AGENDA_AGENDA,0,False
ZH00002313,ZH0126,G,AG_US_VERPL,,AGENDA_AGENDA,0,False
ZH00002314,ZH0126,G,AG_US_MUT,,AGENDA_AGENDA,0,False
ZH00002316,ZH0132,G,AG_US_ANN,,AGENDA_AGENDA,0,False
ZH00002317,ZH0132,G,AG_US_BEK,,AGENDA_AGENDA,0,False
ZH00002318,ZH0132,G,AG_US_MAAK,,AGENDA_AGENDA,0,False
ZH00002319,ZH0132,G,AG_US_GROEP,,AGENDA_AGENDA,0,False
ZH00002320,ZH0132,G,AG_US_VERPL,,AGENDA_AGENDA,0,False
ZH00002321,ZH0132,G,AG_US_MUT,,AGENDA_AGENDA,0,False
ZH00002322,ZH0132,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_PROGRAMDEFINITION,6,False
ZH00002323,ZH0132,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00002324,ZH0133,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00002325,ZH0133,G,AG_US_ANN,,AGENDA_AGENDA,0,False
ZH00002326,ZH0133,G,AG_US_BEK,,AGENDA_AGENDA,0,False
ZH00002352,ZH0304,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_PROGRAMDEFINITION,6,False
ZH00002353,ZH0304,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00002354,ZH0304,G,AG_US_ANN,,AGENDA_AGENDA,0,False
ZH00002355,ZH0304,G,AG_US_BEK,,AGENDA_AGENDA,0,False
ZH00002356,ZH0304,G,AG_US_MAAK,,AGENDA_AGENDA,0,False
ZH00002357,ZH0304,G,AG_US_GROEP,,AGENDA_AGENDA,0,False
ZH00002358,ZH0304,G,AG_US_VERPL,,AGENDA_AGENDA,0,False
ZH00002359,ZH0304,G,AG_US_MUT,,AGENDA_AGENDA,0,False
ZH00002360,ZH0306,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00002361,ZH0306,G,AG_US_ANN,,AGENDA_AGENDA,0,False
ZH00002362,ZH0306,G,AG_US_BEK,,AGENDA_AGENDA,0,False
ZH00002363,ZH0306,G,AG_US_MAAK,,AGENDA_AGENDA,0,False
ZH00002364,ZH0306,G,AG_US_GROEP,,AGENDA_AGENDA,0,False
ZH00002365,ZH0306,G,AG_US_VERPL,,AGENDA_AGENDA,0,False
ZH00002366,ZH0306,G,AG_US_MUT,,AGENDA_AGENDA,0,False
ZH00002367,ZH0306,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_PROGRAMDEFINITION,6,False
ZH00002368,ZH0306,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00002369,ZH0307,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00002370,ZH0307,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_PROGRAMDEFINITION,6,False
ZH00002371,ZH0307,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00002372,ZH0307,G,AG_US_ANN,,AGENDA_AGENDA,0,False
ZH00002373,ZH0307,G,AG_US_BEK,,AGENDA_AGENDA,0,False
ZH00002374,ZH0307,G,AG_US_MAAK,,AGENDA_AGENDA,0,False
ZH00002375,ZH0307,G,AG_US_GROEP,,AGENDA_AGENDA,0,False
ZH00002376,ZH0307,G,AG_US_VERPL,,AGENDA_AGENDA,0,False
ZH00002377,ZH0307,G,AG_US_MUT,,AGENDA_AGENDA,0,False
ZH00002378,ZH0308,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00002379,ZH0308,G,AG_US_ANN,,AGENDA_AGENDA,0,False
ZH00002380,ZH0308,G,AG_US_BEK,,AGENDA_AGENDA,0,False
ZH00002381,ZH0308,G,AG_US_MAAK,,AGENDA_AGENDA,0,False
ZH00002382,ZH0308,G,AG_US_GROEP,,AGENDA_AGENDA,0,False
ZH00002383,ZH0308,G,AG_US_VERPL,,AGENDA_AGENDA,0,False
ZH00002384,ZH0308,G,AG_US_MUT,,AGENDA_AGENDA,0,False
ZH00002385,ZH0308,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_PROGRAMDEFINITION,6,False
ZH00002386,ZH0308,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00002387,ZH0309,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00002388,ZH0309,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_PROGRAMDEFINITION,6,False
ZH00002909,ZH0803,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00002910,ZH0803,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_PROGRAMDEFINITION,6,False
ZH00002911,ZH0803,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00002912,ZH0803,G,AG_US_ANN,,AGENDA_AGENDA,6,False
ZH00002913,ZH0803,G,AG_US_BEK,,AGENDA_AGENDA,6,False
ZH00002914,ZH0803,G,AG_US_MAAK,,AGENDA_AGENDA,6,False
ZH00002915,ZH0803,G,AG_US_GROEP,,AGENDA_AGENDA,6,False
ZH00002916,ZH0803,G,AG_US_VERPL,,AGENDA_AGENDA,6,False
ZH00002917,ZH0803,G,AG_US_MUT,,AGENDA_AGENDA,6,False
ZH00002918,ZH0796,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00002919,ZH0796,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_PROGRAMDEFINITION,6,False
ZH00002920,ZH0796,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00002921,ZH0796,G,AG_US_ANN,,AGENDA_AGENDA,0,False
ZH00002922,ZH0796,G,AG_US_BEK,,AGENDA_AGENDA,0,False
ZH00002923,ZH0796,G,AG_US_MAAK,,AGENDA_AGENDA,0,False
ZH00002924,ZH0796,G,AG_US_GROEP,,AGENDA_AGENDA,0,False
ZH00002925,ZH0796,G,AG_US_VERPL,,AGENDA_AGENDA,0,False
ZH00002926,ZH0796,G,AG_US_MUT,,AGENDA_AGENDA,0,False
ZH00002927,ZH0946,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00002928,ZH0946,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_PROGRAMDEFINITION,6,False
ZH00002929,ZH0946,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00002930,ZH0946,G,AG_US_ANN,,AGENDA_AGENDA,6,False
ZH00002931,ZH0946,G,AG_US_BEK,,AGENDA_AGENDA,6,False
ZH00002932,ZH0946,G,AG_US_MAAK,,AGENDA_AGENDA,6,False
ZH00002933,ZH0946,G,AG_US_GROEP,,AGENDA_AGENDA,6,False
ZH00002934,ZH0946,G,AG_US_VERPL,,AGENDA_AGENDA,6,False
ZH00002935,ZH0946,G,AG_US_MUT,,AGENDA_AGENDA,6,False
ZH00002936,ZH0557,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00002937,ZH0557,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_PROGRAMDEFINITION,6,False
ZH00002938,ZH0557,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00002939,ZH0557,G,AG_US_ANN,,AGENDA_AGENDA,6,False
ZH00002940,ZH0557,G,AG_US_BEK,,AGENDA_AGENDA,6,False
ZH00002941,ZH0557,G,AG_US_MAAK,,AGENDA_AGENDA,6,False
ZH00002942,ZH0557,G,AG_US_GROEP,,AGENDA_AGENDA,6,False
ZH00002943,ZH0557,G,AG_US_VERPL,,AGENDA_AGENDA,6,False
ZH00002944,ZH0557,G,AG_US_MUT,,AGENDA_AGENDA,6,False
ZH00003000,ZH0949,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00003001,ZH0949,G,AG_US_ANN,,AGENDA_AGENDA,6,False
ZH00003002,ZH0949,G,AG_US_BEK,,AGENDA_AGENDA,6,False
ZH00003003,ZH0949,G,AG_US_MAAK,,AGENDA_AGENDA,6,False
ZH00003004,ZH0949,G,AG_US_GROEP,,AGENDA_AGENDA,6,False
ZH00003005,ZH0949,G,AG_US_VERPL,,AGENDA_AGENDA,6,False
ZH00003006,ZH0949,G,AG_US_MUT,,AGENDA_AGENDA,6,False
ZH00003007,ZH0769,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00003008,ZH0769,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_PROGRAMDEFINITION,6,False
ZH00003009,ZH0769,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00003010,ZH0769,G,AG_US_ANN,,AGENDA_AGENDA,0,False
ZH00003011,ZH0769,G,AG_US_BEK,,AGENDA_AGENDA,0,False
ZH00003012,ZH0769,G,AG_US_MAAK,,AGENDA_AGENDA,0,False
ZH00003013,ZH0769,G,AG_US_GROEP,,AGENDA_AGENDA,0,False
ZH00003014,ZH0769,G,AG_US_VERPL,,AGENDA_AGENDA,0,False
ZH00003015,ZH0769,G,AG_US_MUT,,AGENDA_AGENDA,0,False
ZH00003016,ZH0950,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00003017,ZH0950,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_PROGRAMDEFINITION,6,False
ZH00003018,ZH0950,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00003019,ZH0950,G,AG_US_ANN,,AGENDA_AGENDA,6,False
ZH00003020,ZH0950,G,AG_US_BEK,,AGENDA_AGENDA,6,False
ZH00003021,ZH0950,G,AG_US_MAAK,,AGENDA_AGENDA,6,False
ZH00003022,ZH0950,G,AG_US_GROEP,,AGENDA_AGENDA,6,False
ZH00003023,ZH0950,G,AG_US_VERPL,,AGENDA_AGENDA,6,False
ZH00003024,ZH0950,G,AG_US_MUT,,AGENDA_AGENDA,6,False
ZH00003025,ZH0951,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00003026,ZH0951,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_PROGRAMDEFINITION,6,False
ZH00003027,ZH0951,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00003028,ZH0951,G,AG_US_ANN,,AGENDA_AGENDA,0,False
ZH00003029,ZH0951,G,AG_US_BEK,,AGENDA_AGENDA,0,False
ZH00003030,ZH0951,G,AG_US_MAAK,,AGENDA_AGENDA,0,False
ZH00003031,ZH0951,G,AG_US_GROEP,,AGENDA_AGENDA,0,False
ZH00003032,ZH0951,G,AG_US_VERPL,,AGENDA_AGENDA,0,False
ZH00003033,ZH0951,G,AG_US_MUT,,AGENDA_AGENDA,0,False
ZH00003034,ZH0952,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00003035,ZH0952,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_PROGRAMDEFINITION,6,False
ZH00003036,ZH0952,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00003037,ZH0952,G,AG_US_ANN,,AGENDA_AGENDA,0,False
ZH00003038,ZH0952,G,AG_US_BEK,,AGENDA_AGENDA,0,False
ZH00003039,ZH0952,G,AG_US_MAAK,,AGENDA_AGENDA,0,False
ZH00003040,ZH0952,G,AG_US_VERPL,,AGENDA_AGENDA,0,False
ZH00003041,ZH0952,G,AG_US_GROEP,,AGENDA_AGENDA,0,False
ZH00003042,ZH0952,G,AG_US_MUT,,AGENDA_AGENDA,0,False
ZH00003043,ZH0588,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00003044,ZH0588,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_PROGRAMDEFINITION,6,False
ZH00003045,ZH0588,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00003052,ZH0953,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00003053,ZH0953,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_PROGRAMDEFINITION,6,False
ZH00003054,ZH0953,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00003055,ZH0953,G,AG_US_ANN,,AGENDA_AGENDA,6,False
ZH00003056,ZH0953,G,AG_US_BEK,,AGENDA_AGENDA,6,False
ZH00003057,ZH0953,G,AG_US_MAAK,,AGENDA_AGENDA,6,False
ZH00003058,ZH0953,G,AG_US_GROEP,,AGENDA_AGENDA,6,False
ZH00003059,ZH0953,G,AG_US_VERPL,,AGENDA_AGENDA,6,False
ZH00003060,ZH0953,G,AG_US_MUT,,AGENDA_AGENDA,6,False
ZH00003061,ZH0954,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00003062,ZH0954,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_PROGRAMDEFINITION,6,False
ZH00003063,ZH0954,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00003064,ZH0954,G,AG_US_ANN,,AGENDA_AGENDA,6,False
ZH00003065,ZH0954,G,AG_US_BEK,,AGENDA_AGENDA,6,False
ZH00003066,ZH0954,G,AG_US_MAAK,,AGENDA_AGENDA,6,False
ZH00003067,ZH0954,G,AG_US_GROEP,,AGENDA_AGENDA,6,False
ZH00003068,ZH0954,G,AG_US_VERPL,,AGENDA_AGENDA,6,False
ZH00003069,ZH0954,G,AG_US_MUT,,AGENDA_AGENDA,6,False
ZH00003070,ZH0955,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,AGENDA_AGENDA,6,False
ZH00003071,ZH0955,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_PROGRAMDEFINITION,6,False
ZH00003072,ZH0955,G,__CSSTD__CSSTD__,_CSSTDCSSTD_,RP_RESOURCE,6,False
ZH00003073,ZH0955,G,AG_US_ANN,,AGENDA_AGENDA,6,False
ZH00003074,ZH0955,G,AG_US_BEK,,AGENDA_AGENDA,6,False
ZH00003075,ZH0955,G,AG_US_MAAK,,AGENDA_AGENDA,6,False
ZH00003076,ZH0955,G,AG_US_VERPL,,AGENDA_AGENDA,6,False
